Track_ID,Artist_ID,Artist_Name,Track_Name,Danceability,Energy,Loudness,Valence,Tempo,Popularity_Score
4zYWsjlPvkTZwZaaL8XlB6,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: II. Adagio",0.0889,0.0257,-23.343,0.0404,83.192,0
2ob2nVebpzGhZvdyb5zqDG,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Passacaglia in C Minor, BWV 582",0.0921,0.22,-14.782,0.184,75.617,0
3B5MwTOPkOwNRUNjzmtolR,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Prelude and Fugue in A Minor, BWV 543",0.0934,0.246,-18.684,0.233,166.421,0
0L6g34bvDJbER7QV66ys48,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Concerto for 2 Violins in D Minor, BWV 1043: II. Largo, ma non tanto",0.096,0.0618,-23.259,0.0933,86.957,0
3jevgr3fYdv9wYO3IDJq2a,47mIJdHORyRerp4os813jD,League of Legends,Awaken,0.0993,0.626,-8.212,0.0399,49.452,71
3HG5OPPMoUfhmx7P46hZkg,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Cello Suite No. 6 in D Major, BWV 1012: IV. Sarabande",0.0999,0.0366,-23.921,0.0938,80.581,0
0FkYF9cQD0NqJ0MW2WxyAn,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Herz und Mund und Tat und Leben, BWV 147: X. Jesu bleibet meine Freude (Jesu, Joy of Man's Desiring)",0.108,0.321,-12.706,0.197,69.49,0
61I4iLWIWmmx7knqM6f5HL,6eGKvCZdc06HkiwZKFlcBY,Tejal Yann,Newborn Soul,0.108,0.0718,-30.997,0.173,70.314,69
7MRkrXN8n8pwJquoZ2JekL,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Cello Sonata in G Minor, Op. 65: III. Largo",0.111,0.00743,-32.712,0.0712,89.978,0
40TMmkWvVnELoVqA5CVLYH,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Adagio and Fugue in C Minor for Organ, K. 546: I. Adagio",0.114,0.0323,-17.909,0.0389,67.228,0
2o2KDqpQcM0NwAoQEOA75m,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: VII. Sequentia: Confutatis",0.128,0.00989,-26.483,0.035,66.414,0
4eCyLaMgnZkgWJnFuXJgV8,3dwkO7z23scCJppeqHGTy3,Steven Goldmund,Accomplishment,0.129,0.136,-22.947,0.0333,177.075,67
2802SGp68ELbxWMe9pWunn,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Erbarme Dich, Mein Gott - from Matth??us-Passion, BWV 244",0.135,0.0922,-18.689,0.0745,99.2,0
1KMPACnSCPuFspLrilnT39,6olE6TJLqED3rqDCT0FyPh,Nirvana,Breed - Live At The Paramount/1991,0.136,0.976,-6.077,0.247,164.291,0
4MPemQaXHP5L6V77rRXVv7,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Masonic Funeral Music in C Minor, K. 477 ""Maurerische Trauermusic""",0.136,0.143,-16.589,0.0378,92.016,0
4xHSfEliWvIKAUJAG0rET9,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",0.138,0.0389,-26.704,0.0671,167.987,0
1kfNLWBoP85rhCfJ3Utph5,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: I. Introitus: Requiem aeternam",0.141,0.0573,-23.707,0.0381,81.727,0
2mmOHOB2KZ475jSt52KMjY,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Wer mich liebet, der wird mein Wort halten, BWV 59: No. 3, Komm, Heiliger Geist (Live)",0.142,0.353,-16.471,0.494,84.536,0
3ihG28Sd7TNFsUQ7pu7f7P,5vCyUIqN5rujUkzGq5iJq2,Gus Cleese,Spaces,0.142,0.0435,-24.7,0.0348,141.552,70
21Td7lpeuMOx1UNhUBySOc,3dwkO7z23scCJppeqHGTy3,Steven Goldmund,Drifting into Sleep,0.144,0.0611,-30.001,0.0679,79.352,70
3OhF89cVIbCq5oG4syZ3dr,6piIAIurGAryW5h1rqQC16,Passion,Follow You Anywhere - Live,0.144,0.644,-6.666,0.138,185.57,64
6ObIBE8pk1i9kZbWrReaiz,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: I. Kyrie: Kyrie eleison",0.144,0.116,-20.188,0.0687,90.498,0
07HJu7NuUxcZTFSHvQEXCu,5TwGqGqJXW0bmSzmdCKLp7,Tranquility Spree,Binaural Gamma Sinus 40 Hz Drone II,0.147,0.0426,-26.037,0.0729,141.647,65
07MPUuGVXzZ3ODFtS6F1Db,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: XVII. Credo: Crucifixus",0.147,0.0542,-26.34,0.0383,100.54,0
5qwzRAiZBKNtdsKbTvybni,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: XXII. Sanctus",0.147,0.306,-15.384,0.22,85.117,0
1p5N5PLnz4fLNpWjZuGOrh,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Violin Concerto No. 2 in E Major, BWV. 1042: II. Adagio",0.148,0.0944,-22.493,0.0955,98.529,0
7GcuDL7JEs9dtHaEcPVh33,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Violin Concerto No. 2 in E Major, BWV. 1042: II. Adagio",0.148,0.0944,-22.493,0.0955,98.529,0
3O0MT8nKUQvCcOCdRUYWXt,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Herz und Mund und Tat und Leben, BWV 147, Pt. 2: X. Chorale, Jesu bleibet meine Freude (Jesu, Joy of Man's Desiring)",0.15,0.108,-20.4,0.115,137.051,0
71dTM2TuRg2Xg6l6WBGeTv,7JqEtz50hLij7xaWbuWV42,Theta Aum,Theta Drone - Awareness,0.15,0.0451,-24.147,0.0314,71.317,65
1c30AUR0ASF6MCZVlE8sbF,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Brandenburg Concerto No. 1 in F Major, BWV 1046: II. Adagio",0.152,0.0624,-23.228,0.0369,105.461,0
3LgWsmilsrWXiPYQFRD0T7,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,goodbye,0.152,0.149,-21.965,0.0484,55.492,85
07dIxNWwFGWwPrYuMypE2z,6VOBt4TWKchK9yAYqEwEqG,Empty Space,Whisperer,0.153,0.165,-18.633,0.0339,135.468,67
1ykvKb0YStgb6eXlFhNWwM,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: IX. Gloria: Qui tollis peccata mundi",0.155,0.0855,-24.573,0.0354,89.336,0
53OvBqtojrI9EUmuskfKlJ,5DeI5zDGqIRRmW5o1TrYD0,Delta Hz,Binaural Drone 90 Hz - 91 Hz,0.155,0.0188,-30.029,0.396,139.867,64
2TcvA5WlWyZdLMdQrX05LG,3hmAY9MInLEYjfgedjLmlL,Allana Johnson,Breathing Star,0.157,0.163,-23.56,0.104,86.352,68
4vQPpmTWJi6DLhJWxoMl7k,3nohoYUaqIOqoYxHnjNK7q,XLD Library,Gamma 432 Hz - L 462 Hz - R,0.157,0.0259,-30.007,0.0298,70.847,64
1PEbZAKVXlrABYuzZpBypd,2iZyGXzGD6s9U9QkirdcbF,Naturally Recurring,Stage Three,0.158,0.0529,-30.9,0.0399,133.652,68
4AVTXON0uHQZFvtzrAEo4K,3nohoYUaqIOqoYxHnjNK7q,XLD Library,Gamma 120 Hz - L 170 Hz - R,0.158,0.039,-26.082,0.0324,136.888,64
4PvS1mxy7skFfJmKZX1Ukl,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: XIII. Agnus Dei",0.161,0.0313,-23.507,0.035,52.527,0
4um2kXoRo6gDtK7mpFN3Wp,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",0.163,0.0553,-23.022,0.184,175.738,0
5DrnVE2B4BUwWPFwoYM8Kf,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Magnificat in D Major, BWV 243: XI. Sicut loctus est",0.165,0.128,-20.326,0.284,72.52,0
3K0BOY0Kr6fs5m2recdDrR,6olE6TJLqED3rqDCT0FyPh,Nirvana,School - Live At The Paramount/1991,0.17,0.963,-6.465,0.275,167.147,0
3iBCdaDnlPfyGWB11i6aEs,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: XXVII. Dona nobis pacem",0.171,0.196,-15.807,0.0611,139.182,0
4LbBR5Ay5Rm9AeFqrSWyks,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: X. Offertorium: Hostias et preces",0.171,0.0896,-22.925,0.0631,86.659,0
7jQiYVASBtUmgD7zN2wQhk,1mbXts9rQTQvSfO4wN6HiY,Back 2 Sleep,Delta Sinus 160 Hz - L 161 Hz - R - Drone,0.171,0.00886,-35.964,0.0355,72.323,65
0HHD15EtlOlpYmrYInqXjR,5TwGqGqJXW0bmSzmdCKLp7,Tranquility Spree,Binaural Gamma Sinus 100 Hz Drone II,0.172,0.0266,-30.8,0.0263,125.602,64
0WJPqbOEJE8SZyD1oH7wDd,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0.172,0.105,-20.553,0.103,176.597,0
2K6qxebuuD1QDls8BaUEim,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0.172,0.105,-20.553,0.103,176.597,0
3TFbIkQPYihgiDl4CkFdBC,3nohoYUaqIOqoYxHnjNK7q,XLD Library,Gamma 200 Hz - L 250 Hz - R,0.172,0.0379,-34.829,0.0244,67.265,64
47TA2xg66J8DXQPuVKgTBh,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0.172,0.105,-20.553,0.103,176.597,0
4RQHBZj3uCexWdHMSOPRgh,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.172,0.0244,-31.582,0.155,113.942,0
5FzNSzsP7aJQFKAK6Ha6Z6,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0.172,0.105,-20.553,0.103,176.597,0
0U9p9N7ume89GlmKfIS9aJ,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: III. Sequenz, No. 6, Lacrymosa",0.174,0.2,-14.482,0.0398,95.555,0
3aPHu5ie62dRZqxfe1bVJA,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: IIIf. Sequenz, Lacrymosa",0.174,0.2,-14.482,0.0398,95.555,0
4wID6K8N52Y1FR8b2Wtcqj,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: III. Sequenz, No. 6, Lacrymosa",0.174,0.2,-14.482,0.0398,95.555,0
7KrLbfFOGDTLiU5t7Z8e9h,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Concerto for Violin and Oboe in C Minor, BWV 1060R: II. Adagio",0.174,0.13,-21.947,0.173,82.497,0
4KPRqt53xnT2Hs2rDGKiRu,25G0894RyKrGyKDqdG1pGu,Alex Couture,Dreaming Deeper,0.175,0.0236,-32.695,0.0373,122.538,70
4H9qGpsdFEvaJFbEsuMb0C,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Die Zauberfl??te (The Magic Flute), K. 620, Act I: ""Dies Bildnis ist bezaubernd sch??n""",0.176,0.19,-15.667,0.0551,66.35,0
5H14dJbhKeaU1ffTMmIGJi,3WIjOR36QpKStT6hfxguh5,Rannar Sillard,Observations From A Faraway Place,0.176,0.117,-22.34,0.142,76.125,70
0JeNDiPuCE8YKgnvl5TaNP,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.178,0.206,-18.407,0.0954,71.485,0
2tihTVUrfAnVT9Ed4h6wDI,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.178,0.206,-18.407,0.0954,71.485,0
5YULphhchIKt50GFc2wLpQ,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.178,0.206,-18.407,0.0954,71.485,0
78RbBu8qWb7eXesPDLCHpY,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.178,0.206,-18.407,0.0954,71.485,0
0fzFidsOykOCSMsby6Gmm6,5kXyMVyXSK2cHnjOja5hRJ,Primer Dia,Magnetic,0.184,0.194,-18.356,0.0363,76.416,64
34Psgipnhaq77DAgtBlLgn,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Fantaisie Impromptu in C-Sharp Major, Op. 66",0.186,0.026,-29.316,0.1,82.608,0
64TXsMJK1AsPtaPd6xULu6,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Lobe den Herren, den m??chtigen K??nig der Ehren, BWV 137: No. 5, Lobe den Herren, was in mir ist, lobe den Namen! (Live)",0.187,0.38,-13.059,0.269,109.196,0
4XrQXeFcgsE5Wq30VfDMKL,08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,Albatross (Live) [Remastered],0.189,0.262,-7.64,0.207,178.368,44
1vqk9Q8lWtOyIFUU2frDlR,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Coronation Mass in C Major, K. 317: V. Benedictus",0.191,0.225,-16.643,0.126,91.128,0
47wMld6IsjIhHoopVjGpzA,3YCKuqpv9nCsIhJ2v8SMix,Elevation Worship,Paradoxology,0.191,0.213,-13.105,0.112,114.784,0
71WILHdUmrZqE2boImNxFz,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Prelude and Fugue No. 3 in C-Sharp Major, BWV 872",0.192,0.36,-16.676,0.729,79.328,0
55EbjQa4Th0gmzKQdSnMrw,6eGKvCZdc06HkiwZKFlcBY,Tejal Yann,Atmosphere,0.193,0.0453,-26.219,0.119,67.675,70
48nEP6tE7bDWyHhjqP5LGz,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Erschallet, ihr Lieder, BWV 172: No. 6, Chorale. Von Gott kommt mir ein Freudenschein (Live)",0.195,0.376,-15.001,0.513,78.264,0
6e6xf3BuRf9o7pz1koO4ku,2HD6u9F4pocPtFgmev72AK,Momento,In Her Temple,0.196,0.168,-25.875,0.0378,68.745,68
3e7L716dcVK9LnsZ8affgw,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Christmas Oratorio, BWV 248: And There Where Shepherds",0.198,0.0143,-34.319,0.173,105.632,0
23UnIqvB7UcVc0diebnbRz,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Ave verum corpus, K. 618",0.199,0.132,-22.293,0.0388,114.158,0
2qzaZd6f4B9N1ulQBFdV3f,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Flute Concerto No. 2 in D Major, K. 314: II. Adante ma non troppo",0.199,0.068,-21.907,0.154,84.807,0
3gCXBASurBJbA84DXJp5rE,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Ave verum corpus, K. 618",0.199,0.132,-22.293,0.0388,114.158,0
5TOPViPEThJTeyV64vwaZK,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Flute Concerto No. 1 in G Major, K. 313: II. Adagio non troppo",0.199,0.0781,-24.231,0.124,89.217,0
0uidHXAPpfsaWsVpeVWvkq,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",0.201,0.0214,-30.046,0.0376,67.046,0
3NZywFOS4Wp2KXZ72Eg7Mw,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",0.201,0.0214,-30.046,0.0376,67.046,0
02boU8TYsNUC9D9oXlDvxl,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Wedding Cantata, BWV 202: I. Weichet nur, betr?¬bte Schatten",0.202,0.0448,-22.922,0.0755,77.625,0
0REPDQ5ALABEYCuekmI1T3,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261",0.202,0.0769,-21.255,0.0716,94.894,0
3H6N95PUqsD5iOzPOtDmDy,5DeI5zDGqIRRmW5o1TrYD0,Delta Hz,Binaural Drone 90 Hz - 94 Hz,0.202,0.0256,-30.112,0.0803,128.13,65
4MKY5YarK8mSPD3j4Y2DCd,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261",0.202,0.0769,-21.255,0.0716,94.894,0
5Rh815WxZbhBSJWdpcNLjg,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Christmas Oratorio, BWV 248: V. Ehre sei dir, Gott, gesungen, XLVI. Dein Glanz all Finsternis verzehrt...",0.202,0.196,-18.977,0.288,79.486,0
5z4TlJ5NN7OQfEBq0InOvM,5a2w2tgpLwv26BYJf2qYwu,SOPHIE,Is It Cold In The Water? - Flume & Eprom Remix,0.202,0.694,-6.974,0.152,158.865,65
2kYi4RwuTernByCJR6D4e1,4hHUuocKrz925cz7rAhoju,Vincent Brahn,Monita,0.203,0.0664,-24.621,0.0433,65.108,66
3hKsYnDx88lVNpE6aH0Vga,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"String Quartet No. 18 in A Major, K. 464: III. Andante",0.205,0.0845,-20.766,0.135,94.2,0
4Cj6fU2e6ljvwt6gZ9Ls7c,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita"": II. Menuetto",0.205,0.0458,-19.261,0.149,86.209,0
3yAsAa5VktQQNyLFpGwVHA,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Prelude and Fugue in C Major, BWV 846",0.208,0.456,-16.611,0.222,136.57,0
1xhgWepLEOZ6n5JC4tCenV,2HD6u9F4pocPtFgmev72AK,Momento,Oftenness,0.209,0.0709,-28.382,0.0481,131.893,64
6nk8wASXh0OaMbdNjYFQVb,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Mass in B Minor, BWV 232: V. Gloria: Et in terra pax",0.209,0.185,-18.674,0.143,125.041,0
4e3RCJgN2fFPuQEyTXyAIG,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0.21,0.182,-19.126,0.0732,60.713,0
5aINJWtQyHHpSnIk5kdI16,7vvyFnhnPCb0gn7QwDwP0C,Ivo Phi,Binaural Theta Sinus - 100 Hz - L 106 Hz - R,0.21,0.0402,-25.404,0.149,68.207,64
6K31IkG6Q3EOTKOSlLLUEV,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Violin Concerto in G Minor, BWV 1056R: II. Largo",0.21,0.153,-22.694,0.299,79.254,0
5BfMJ6iytQnu1r7iiCYSXe,6LuN9FCkKOj5PcnpouEgny,Khalid,Intro,0.213,0.414,-9.725,0.0553,79.556,79
2bwL23qC0lQFiLLbdu1jU9,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Coronation Mass in C Major, K. 317: VI. Agnus Dei",0.214,0.131,-19.85,0.108,77.264,0
3TT0S61x8x2IFUn8lnqjq9,2HD6u9F4pocPtFgmev72AK,Momento,Visions of Sleep and Beyond,0.214,0.0667,-25.204,0.0473,71.877,68
2Q7qVPuBybaqjKrG7KGK38,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Chromatic Fantasia & Fugue in D Minor, BWV 903 : II Fugue",0.216,0.498,-18.248,0.752,75.802,0
3wZPYsgFniMcb75qZFAi6f,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,"Zaide, K. 344, Act I: Ruhe sanft, mein holdes Leben",0.216,0.0817,-21.74,0.0879,68.41,0
2VPximeu6beBrEQcEBNg3P,7y97mc3bZRFXzT2szRM4L4,Fr??d??ric Chopin,"†?¯‘Ÿ?†?Š??‘?ý †ªø?Ÿ‡??Š¦¨, „«?†? 66 (‚§„«?)",0.217,0.129,-19.673,0.0708,80.364,0
0BQqNxQtviVFr6BowXZwSe,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Was mir behagt, ist nur die muntre Jagd, BWV 208: IX. Schafe k??nnen sicher weiden (Sheep May Safely Graze)",0.218,0.0864,-24.102,0.11,87.765,0
0j4pRgbUmYXBTiWff0zo6d,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Was mir behagt, ist nur die muntre Jagd, BWV 208: IX. Schafe k??nnen sicher weiden (Sheep May Safely Graze)",0.218,0.0864,-24.102,0.11,87.765,0
1wF1kAnNzEnEIwfgUKQsdv,5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,"Was mir behagt, ist nur die muntre Jagd, BWV 208: IX. Schafe k??nnen sicher weiden (Sheep May Safely Graze)",0.218,0.0864,-24.102,0.11,87.765,0
